大会,予選,問題番号,問題,正解,補足
14,沖縄,9,文学賞に「芥川賞」があるが、作曲賞にも「芥川賞」がある。,○,
14,沖縄,10,『僕らはみんな生きている』でおなじみのオケラ。これは昆虫ですが、植物にもオケラがある。,○,
14,沖縄,11,植物のアロエは、もちろんサボテン科である。,×,
14,関東,1,日本人女性初、向井千秋さんの宇宙の旅！スペースシャトル「コロンビア」が飛ぶ地球上の最大北緯地点を基に、赤道と平行に地球を２つに切ると、北極側の表面積は海よりも陸のほうが大きい。,×,
14,関東,2,サッカーのワールドカップで世界が燃える！サッカーで使われる「イエローカード」と「レッドカード」を審判が忘れた場合、自分で作って試合に臨んでもかまわない。,○,
14,関東,3,日本初の宝クジ。運命を決める抽選会に使われた音楽はベートーベンの『運命』だった。,○,
14,関東,4,ナマズは年を取ると、ヒゲが増える。,×,
14,関東,5,バカ貝の身は食べられるが、ホラ貝の身は食べられない。,×,
14,関東,6,ニワトリも「しゃっくり」をする。,○,
14,関東,7,丸くてデカいマンボウはフグの仲間である。,○,
14,関東,8,1円玉1枚と、宝石の1カラット。重いのは1円玉のほうである。,○,
14,関東,9,日本の標準時間を管理しているのは気象庁である。,×,
14,関東,10,あの『ギネスブック』には、ドミノ倒しの記録はあるが、将棋倒しの記録も載っている。,×,
14,関東,11,大相撲で行司の最高位を「立て行司」というが、呼び出しの最高位は「立て呼び出し」という。,○,
14,関東,12,ピアスは英語で、「つらぬく」という意味である。,○,
14,関東,13,日本で発行されているお札の数。発行枚数が一番多いのは、1万円札である。,○,
14,関東,14,弁護士になるには、必ず「司法試験」に合格しなければならない。,×,
14,関東,15,47都道府県。50音順に並べると、ちょうど、ど真ん中にくるのは、日本の首都、東京都である。,×,
14,関東,16,卵を丸飲みにするヘビのアオダイショウも、カラだけは吐き出す。,×,
14,関東,17,生まれたばかりの赤ちゃんも、自分専用のパスポートを取ることができる。,○,
14,九州,1,青春のホップ・ステップ・ジャンプ！目指すはアメリカ！只今、青春1年生の「中学生」、青春真っ只中の「高校生」、青春真っ盛りの「大学生」。現在、通学している人数が最も多いのは、青春真っ只中の君達「高校生」である。,○,
14,九州,2,1994年で40周年！怪獣ゴジラは、まだ九州を破壊していない。,○,
14,九州,3,香水の「香り」にも「著作権」はある。,×,
14,九州,4,バーコードの色は、黒と決まっている。,×,
14,九州,5,日本に輸入される外車。日本の道路に合わせて圧倒的に右ハンドルの方が多い。,○,
14,九州,6,七面鳥はビックリすると顔色が変わる。,○,
14,九州,7,プロサッカーの名称。日本はJリーグだが、アメリカはU・S・AのUリーグである。,×,
14,九州,8,郵便物も一度に出す量が多いと料金が割引になる。,○,
14,九州,9,マンガ『サザエさん』。サザエさんとマスオさんは恋愛結婚である。,×,
14,九州,10,日本では、今生きている人をお札の肖像で使ってはならないと、法律で決められている。,×,
14,九州,11,スイートピーは、ピーナツと同じマメ科である。,○,
14,九州,12,JRの入場券にも定期券はある。,○,
14,近畿,1,世界に輸出される日本の文化！日本語がそのまま英語となる時代。そこで問題。目の前にそびえる戦国時代の象徴「城」も世界最大の英語辞典に載っている。,×,
14,近畿,2,小学校で最も多くの漢字を学習するのは6年生である。,×,
14,近畿,3,日本から大使として外国へ行く場合、その国の言葉が喋れなければならないと定められている。,×,
14,近畿,4,ノーベル賞の賞金にも宝くじのように「受け取り有効期限」がある。,○,
14,近畿,5,移り気な心を「女心と秋の空」というが、まったく同じことを「男心と秋の空」とも言う,○,
14,近畿,6,太陽系の惑星の中には、月よりも小さい惑星がある。,○,
14,近畿,7,金閣寺と銀閣寺は、ともに同じ宗派の寺である。,○,
14,近畿,8,人間の赤ちゃん。生まれたとき「オギャー」と産声を上げているが、涙は流さない。,○,
14,近畿,9,サッカーのルール。選手は裸足でプレーしてもよい。,×,
14,近畿,10,履物の「スリッパ」は、スリップするという言葉から生まれた。,○,
14,近畿,11,星座「カメレオン座」は、その名の通り季節によって色を変える。,×,
14,近畿,12,ワシの中には、肉をまったく食べない菜食主義、ベジタリアンのワシもいる。,○,
14,近畿,13,自動車を廃車にするときは、警察に届けなければいけない。,×,
14,近畿,14,国際赤十字のマークは、スイスの国旗をもとに作られた。,○,
14,近畿,15,日本の郵便切手は現在1円から10円まで、すべて発行されている。,×,
14,近畿,16,ミッキーマウスのデビュー映画『蒸気船ウィリー』には、恋人のミニーマウスも出演している。,○,
14,近畿,17,金魚のことを英語でも「ゴールド・フィッシュ」という。,○,
14,四国,1,高校生に大人気のドリームズ・カム・トゥルー。シングルＮＯ．１ヒット曲の総売上げ枚数を今この瞬間（1994年7月3日午前11時）から聴き始めると21世紀に突入する。,○,
14,四国,2,1994年は「仏滅」より「大安」のほうが多い。,×,
14,四国,3,あのベートーベンは、オペラをまったく作ったことがない。,×,
14,四国,4,魚も年を取れば、ウロコが落ちてハゲる。,○,
14,四国,5,たった1年の間に、北極から南極までの長旅をこなしてしまう渡り鳥がいる。,○,
14,四国,6,線路の枕木。英語でも「Sleeper」という。,×,
14,四国,7,日本の川のうち一級河川は名前を変えることができない。,×,
14,四国,8,働きバチはもくもくと働くだけで卵を産むことはできない。,×,
14,四国,9,「気圧の谷」に対して、低気圧と低気圧の間を「気圧の峰」という。,○,
14,四国,10,内閣総理大臣は、全閣僚を兼任して「一人内閣」を発足させることができる。,○,
14,四国,11,投てき3種目「ハンマー投げ」「円盤投げ」「ヤリ投げ」は、古代オリンピックの種目だった。,×,
14,四国,12,小説『ペスト』の作者・カミュは、自分もペストにかかって死んだ。,×,
14,四国,13,現在、日本で発行されている通常硬貨には、すべて植物が描かれている。,○,
14,四国,14,１つの大学が持つ学部の数は、法律で制限されている。,×,
14,四国,15,北半球に野生のペンギンはいない。,○,
14,中国,1,ワールドカップサッカーは、ブラジルが優勝を決めたが、「第1回世界女子サッカー選手権」で優勝したのも、やはりブラジルチームである。,×,
14,中国,2,人間国宝には定員がある。,○,
14,中国,3,ダチョウも脱腸になる。,○,
